entity1,relationship,entity2
Product_1854,bought_by,Customer_1018
Product_143,similar_to,Product_436
Product_985,sold_by,Seller_221
Product_1709,complements,Product_59
Product_415,similar_to,Product_990
Product_1853,similar_to,Product_704
Product_945,bought_by,Customer_667
Product_680,sold_by,Seller_92
Product_736,bought_by,Customer_733
Product_1928,similar_to,Product_267
Product_918,bought_by,Customer_517
Product_1369,bought_by,Customer_1351
Product_183,bought_by,Customer_1011
Product_34,reviewed_by,Customer_1186
Product_1802,belongs_to_category,Books
Product_667,similar_to,Product_1945
Product_1693,bought_by,Customer_1953
Product_1853,belongs_to_category,Home
Product_38,reviewed_by,Customer_1879
Product_1199,similar_to,Product_319
Product_1628,sold_by,Seller_448
Product_1959,reviewed_by,Customer_32
Product_4,belongs_to_category,Fashion
Product_1032,reviewed_by,Customer_725
Product_1728,bought_by,Customer_1818
Product_554,reviewed_by,Customer_1449
Product_1276,sold_by,Seller_349
Product_1929,belongs_to_category,Sports
Product_1880,similar_to,Product_1278
Product_1487,belongs_to_category,Sports
Product_1302,complements,Product_1599
Product_1880,sold_by,Seller_30
Product_1067,reviewed_by,Customer_1090
Product_538,similar_to,Product_720
Product_716,bought_by,Customer_57
Product_1367,complements,Product_1769
Product_536,reviewed_by,Customer_33
Product_255,similar_to,Product_402
Product_1332,bought_by,Customer_355
Product_886,reviewed_by,Customer_1792
Product_1287,bought_by,Customer_466
Product_1117,sold_by,Seller_451
Product_1912,bought_by,Customer_154
Product_1105,reviewed_by,Customer_798
Product_254,reviewed_by,Customer_474
Product_1706,similar_to,Product_241
Product_715,reviewed_by,Customer_304
Product_454,similar_to,Product_1561
Product_452,complements,Product_1377
Product_1107,similar_to,Product_65
Product_795,reviewed_by,Customer_912
Product_1898,belongs_to_category,Fashion
Product_1247,sold_by,Seller_225
Product_1939,belongs_to_category,Grocery
Product_1139,similar_to,Product_1288
Product_1170,complements,Product_1747
Product_1549,bought_by,Customer_181
Product_361,complements,Product_1852
Product_756,reviewed_by,Customer_597
Product_170,belongs_to_category,Fashion
Product_1107,reviewed_by,Customer_492
Product_346,belongs_to_category,Sports
Product_1431,similar_to,Product_553
Product_358,similar_to,Product_746
Product_288,reviewed_by,Customer_770
Product_853,belongs_to_category,Fashion
Product_1130,sold_by,Seller_94
Product_375,bought_by,Customer_91
Product_1604,belongs_to_category,Books
Product_1686,reviewed_by,Customer_778
Product_1014,similar_to,Product_796
Product_448,similar_to,Product_1552
Product_1203,similar_to,Product_1768
Product_667,bought_by,Customer_194
Product_219,reviewed_by,Customer_1876
Product_158,belongs_to_category,Home
Product_319,sold_by,Seller_151
Product_308,belongs_to_category,Sports
Product_1381,similar_to,Product_631
Product_1774,reviewed_by,Customer_1411
Product_640,sold_by,Seller_471
Product_971,similar_to,Product_1896
Product_1232,reviewed_by,Customer_463
Product_772,complements,Product_1977
Product_1367,complements,Product_160
Product_1133,sold_by,Seller_430
Product_1349,complements,Product_1275
Product_1750,sold_by,Seller_11
Product_252,complements,Product_1838
Product_1929,belongs_to_category,Grocery
Product_1579,bought_by,Customer_1910
Product_943,complements,Product_1242
Product_1952,bought_by,Customer_1725
Product_1042,reviewed_by,Customer_1866
Product_1116,sold_by,Seller_132
Product_305,reviewed_by,Customer_1813
Product_311,bought_by,Customer_1282
Product_1655,bought_by,Customer_616
Product_310,similar_to,Product_1313
Product_126,reviewed_by,Customer_151
Product_537,similar_to,Product_696
Product_1268,sold_by,Seller_225
Product_1494,similar_to,Product_572
Product_613,sold_by,Seller_171
Product_1317,complements,Product_925
Product_1684,complements,Product_1505
Product_1163,complements,Product_743
Product_1542,reviewed_by,Customer_146
Product_674,sold_by,Seller_397
Product_1838,bought_by,Customer_269
Product_37,sold_by,Seller_498
Product_1787,reviewed_by,Customer_333
Product_27,similar_to,Product_925
Product_1261,bought_by,Customer_352
Product_1164,belongs_to_category,Sports
Product_1291,reviewed_by,Customer_1787
Product_874,complements,Product_1082
Product_1705,sold_by,Seller_171
Product_668,reviewed_by,Customer_1042
Product_621,belongs_to_category,Beauty
Product_1250,bought_by,Customer_1877
Product_1430,similar_to,Product_1188
Product_238,sold_by,Seller_272
Product_893,similar_to,Product_1170
Product_1552,sold_by,Seller_333
Product_305,bought_by,Customer_1907
Product_1980,reviewed_by,Customer_1089
Product_148,belongs_to_category,Sports
Product_1532,bought_by,Customer_1135
Product_283,reviewed_by,Customer_60
Product_31,sold_by,Seller_38
Product_1306,belongs_to_category,Sports
Product_43,similar_to,Product_352
Product_758,reviewed_by,Customer_551
Product_631,similar_to,Product_1661
Product_253,belongs_to_category,Books
Product_610,bought_by,Customer_952
Product_1597,reviewed_by,Customer_1703
Product_1574,complements,Product_827
Product_1753,bought_by,Customer_712
Product_898,sold_by,Seller_422
Product_1002,similar_to,Product_734
Product_1606,bought_by,Customer_1274
Product_1318,bought_by,Customer_90
Product_513,belongs_to_category,Home
Product_1969,complements,Product_1693
Product_1854,sold_by,Seller_229
Product_1970,bought_by,Customer_1462
Product_799,reviewed_by,Customer_495
Product_1299,sold_by,Seller_352
Product_1291,similar_to,Product_134
Product_1287,bought_by,Customer_170
Product_794,belongs_to_category,Grocery
Product_146,reviewed_by,Customer_140
Product_1901,belongs_to_category,Fashion
Product_782,similar_to,Product_48
Product_1703,complements,Product_1657
Product_572,belongs_to_category,Grocery
Product_397,complements,Product_832
Product_1029,bought_by,Customer_713
Product_159,similar_to,Product_1703
Product_1563,belongs_to_category,Books
Product_732,belongs_to_category,Electronics
Product_1967,bought_by,Customer_1912
Product_1344,bought_by,Customer_1331
Product_425,complements,Product_38
Product_47,belongs_to_category,Fashion
Product_1382,belongs_to_category,Sports
Product_65,reviewed_by,Customer_277
Product_169,complements,Product_1278
Product_967,belongs_to_category,Fashion
Product_1170,reviewed_by,Customer_182
Product_1587,belongs_to_category,Beauty
Product_1303,belongs_to_category,Beauty
Product_255,belongs_to_category,Beauty
Product_447,belongs_to_category,Books
Product_1829,similar_to,Product_909
Product_556,reviewed_by,Customer_1214
Product_998,complements,Product_923
Product_1004,bought_by,Customer_453
Product_875,reviewed_by,Customer_927
Product_881,complements,Product_362
Product_1949,belongs_to_category,Home
Product_974,reviewed_by,Customer_1615
Product_1628,similar_to,Product_1874
Product_823,bought_by,Customer_1001
Product_88,belongs_to_category,Beauty
Product_527,complements,Product_535
Product_85,sold_by,Seller_326
Product_358,belongs_to_category,Beauty
Product_15,bought_by,Customer_1787
Product_1687,bought_by,Customer_83
Product_292,bought_by,Customer_694
Product_1077,complements,Product_1480
Product_383,belongs_to_category,Home
Product_521,reviewed_by,Customer_957
Product_1532,complements,Product_1275
Product_131,belongs_to_category,Grocery
Product_935,bought_by,Customer_1128
Product_1088,sold_by,Seller_431
Product_1870,belongs_to_category,Grocery
Product_1338,belongs_to_category,Electronics
Product_1868,similar_to,Product_706
Product_787,similar_to,Product_1559
Product_4,bought_by,Customer_1141
Product_1737,similar_to,Product_307
Product_1140,similar_to,Product_620
Product_1435,bought_by,Customer_1553
Product_1589,complements,Product_984
Product_1654,belongs_to_category,Grocery
Product_1825,sold_by,Seller_276
Product_878,sold_by,Seller_110
Product_434,sold_by,Seller_441
Product_1919,reviewed_by,Customer_338
Product_1412,complements,Product_923
Product_1360,sold_by,Seller_140
Product_1498,belongs_to_category,Sports
Product_929,reviewed_by,Customer_1861
Product_678,sold_by,Seller_398
Product_401,reviewed_by,Customer_995
Product_1596,complements,Product_1020
Product_1584,belongs_to_category,Electronics
Product_1818,sold_by,Seller_427
Product_1444,sold_by,Seller_241
Product_770,similar_to,Product_1645
Product_1239,complements,Product_91
Product_1486,sold_by,Seller_487
Product_1211,reviewed_by,Customer_79
Product_1675,similar_to,Product_1288
Product_768,reviewed_by,Customer_563
Product_1320,reviewed_by,Customer_1489
Product_1616,sold_by,Seller_20
Product_1072,belongs_to_category,Grocery
Product_936,similar_to,Product_218
Product_1779,sold_by,Seller_9
Product_327,sold_by,Seller_83
Product_567,similar_to,Product_1935
Product_397,sold_by,Seller_275
Product_1670,bought_by,Customer_1994
Product_54,reviewed_by,Customer_875
Product_1671,bought_by,Customer_1630
Product_1758,sold_by,Seller_83
Product_61,similar_to,Product_462
Product_1254,bought_by,Customer_176
Product_1158,complements,Product_799
Product_676,sold_by,Seller_443
Product_1945,sold_by,Seller_146
Product_345,belongs_to_category,Home
Product_886,belongs_to_category,Books
Product_1724,belongs_to_category,Electronics
Product_1724,complements,Product_307
Product_990,complements,Product_928
Product_518,belongs_to_category,Fashion
Product_603,sold_by,Seller_151
Product_1214,reviewed_by,Customer_56
Product_405,similar_to,Product_1519
Product_1826,similar_to,Product_328
Product_537,belongs_to_category,Books
Product_1694,reviewed_by,Customer_671
Product_1514,complements,Product_1182
Product_390,bought_by,Customer_401
Product_659,similar_to,Product_1237
Product_1529,complements,Product_1047
Product_1279,bought_by,Customer_1005
Product_1781,bought_by,Customer_1739
Product_796,sold_by,Seller_322
Product_467,similar_to,Product_258
Product_1880,belongs_to_category,Books
Product_1941,similar_to,Product_1223
Product_613,bought_by,Customer_921
Product_873,similar_to,Product_1164
Product_866,reviewed_by,Customer_1557
Product_1814,reviewed_by,Customer_362
Product_47,complements,Product_487
Product_1627,bought_by,Customer_1736
Product_1522,complements,Product_888
Product_1992,bought_by,Customer_1753
Product_946,reviewed_by,Customer_1699
Product_74,similar_to,Product_159
Product_707,similar_to,Product_1084
Product_1865,belongs_to_category,Beauty
Product_1119,reviewed_by,Customer_1904
Product_1391,reviewed_by,Customer_1301
Product_1656,sold_by,Seller_357
Product_30,bought_by,Customer_1315
Product_1022,belongs_to_category,Books
Product_945,belongs_to_category,Home
Product_841,belongs_to_category,Electronics
Product_171,complements,Product_1767
Product_96,similar_to,Product_605
Product_1847,complements,Product_1566
Product_1524,complements,Product_761
Product_895,similar_to,Product_389
Product_1352,sold_by,Seller_464
Product_1979,sold_by,Seller_84
Product_1485,similar_to,Product_1683
Product_622,complements,Product_1026
Product_1074,similar_to,Product_790
Product_1911,belongs_to_category,Beauty
Product_909,bought_by,Customer_1470
Product_353,reviewed_by,Customer_448
Product_1501,sold_by,Seller_377
Product_462,reviewed_by,Customer_1563
Product_1724,complements,Product_1858
Product_475,similar_to,Product_1728
Product_1632,reviewed_by,Customer_1332
Product_870,bought_by,Customer_1131
Product_1286,sold_by,Seller_46
Product_704,sold_by,Seller_443
Product_832,reviewed_by,Customer_230
Product_207,bought_by,Customer_1030
Product_1105,belongs_to_category,Beauty
Product_1921,complements,Product_161
Product_1966,bought_by,Customer_422
Product_1704,similar_to,Product_1787
Product_743,complements,Product_129
Product_629,sold_by,Seller_110
Product_1891,reviewed_by,Customer_573
Product_876,reviewed_by,Customer_1313
Product_1921,bought_by,Customer_1650
Product_264,complements,Product_1254
Product_978,similar_to,Product_243
Product_1699,similar_to,Product_143
Product_1513,similar_to,Product_1264
Product_1856,reviewed_by,Customer_1544
Product_102,bought_by,Customer_1020
Product_1345,bought_by,Customer_1649
Product_1691,complements,Product_1541
Product_142,complements,Product_1723
Product_719,bought_by,Customer_1968
Product_1067,complements,Product_790
Product_1949,complements,Product_1507
Product_666,reviewed_by,Customer_1123
Product_135,sold_by,Seller_250
Product_1760,reviewed_by,Customer_598
Product_527,similar_to,Product_577
Product_1728,reviewed_by,Customer_185
Product_1489,similar_to,Product_1790
Product_291,belongs_to_category,Sports
Product_1993,complements,Product_1102
Product_1598,sold_by,Seller_317
Product_322,belongs_to_category,Books
Product_1073,sold_by,Seller_281
Product_384,similar_to,Product_768
Product_911,reviewed_by,Customer_1501
Product_5,reviewed_by,Customer_1382
Product_1514,complements,Product_247
Product_973,similar_to,Product_1113
Product_373,belongs_to_category,Books
Product_1763,reviewed_by,Customer_988
Product_1983,belongs_to_category,Sports
Product_281,bought_by,Customer_248
Product_1543,sold_by,Seller_100
Product_1356,belongs_to_category,Home
Product_696,belongs_to_category,Home
Product_1856,belongs_to_category,Fashion
Product_214,complements,Product_1477
Product_388,reviewed_by,Customer_1978
Product_189,belongs_to_category,Grocery
Product_1610,reviewed_by,Customer_554
Product_419,similar_to,Product_1887
Product_923,similar_to,Product_1470
Product_1795,bought_by,Customer_941
Product_1306,sold_by,Seller_309
Product_1036,belongs_to_category,Fashion
Product_341,complements,Product_1783
Product_1087,similar_to,Product_559
Product_1977,belongs_to_category,Electronics
Product_52,complements,Product_702
Product_4,reviewed_by,Customer_447
Product_394,bought_by,Customer_853
Product_385,similar_to,Product_1570
Product_1565,complements,Product_277
Product_445,complements,Product_193
Product_885,similar_to,Product_1844
Product_1381,reviewed_by,Customer_1001
Product_856,sold_by,Seller_50
Product_226,bought_by,Customer_713
Product_1885,sold_by,Seller_126
Product_1575,reviewed_by,Customer_124
Product_1386,belongs_to_category,Books
Product_880,reviewed_by,Customer_270
Product_702,similar_to,Product_19
Product_1578,belongs_to_category,Electronics
Product_1518,bought_by,Customer_1076
Product_1316,bought_by,Customer_1127
Product_982,reviewed_by,Customer_1460
Product_1044,similar_to,Product_748
Product_140,similar_to,Product_1789
Product_983,similar_to,Product_1857
Product_1131,belongs_to_category,Books
Product_1750,similar_to,Product_29
Product_1725,complements,Product_265
Product_328,belongs_to_category,Grocery
Product_360,sold_by,Seller_410
Product_760,bought_by,Customer_1657
Product_569,similar_to,Product_1853
Product_1885,complements,Product_1011
Product_748,bought_by,Customer_69
Product_344,similar_to,Product_569
Product_1877,bought_by,Customer_1881
Product_1374,similar_to,Product_1230
Product_1561,sold_by,Seller_174
Product_279,belongs_to_category,Sports
Product_172,belongs_to_category,Fashion
Product_1515,belongs_to_category,Sports
Product_1598,similar_to,Product_1871
Product_660,similar_to,Product_960
Product_1997,belongs_to_category,Electronics
Product_1446,reviewed_by,Customer_917
Product_630,sold_by,Seller_456
Product_673,complements,Product_1914
Product_1233,complements,Product_135
Product_999,complements,Product_86
Product_1668,belongs_to_category,Home
Product_1317,bought_by,Customer_359
Product_118,similar_to,Product_1642
Product_1089,bought_by,Customer_630
Product_1994,bought_by,Customer_461
Product_1803,bought_by,Customer_1075
Product_1199,sold_by,Seller_234
Product_45,belongs_to_category,Electronics
Product_37,complements,Product_1615
Product_1555,sold_by,Seller_1
Product_307,similar_to,Product_830
Product_1865,belongs_to_category,Home
Product_1639,bought_by,Customer_1434
Product_1188,complements,Product_1135
Product_1051,sold_by,Seller_174
Product_617,bought_by,Customer_537
Product_1266,similar_to,Product_1151
Product_582,belongs_to_category,Home
Product_363,complements,Product_269
Product_542,sold_by,Seller_57
Product_406,complements,Product_1852
Product_1841,complements,Product_1218
Product_1218,bought_by,Customer_77
Product_683,reviewed_by,Customer_1322
Product_108,bought_by,Customer_6
Product_751,belongs_to_category,Books
Product_1579,complements,Product_944
Product_1406,similar_to,Product_209
Product_51,reviewed_by,Customer_1770
Product_793,similar_to,Product_584
Product_1886,reviewed_by,Customer_1641
Product_1616,belongs_to_category,Fashion
Product_1608,belongs_to_category,Sports
Product_311,bought_by,Customer_1842
Product_1271,complements,Product_1456
Product_46,similar_to,Product_1948
Product_914,belongs_to_category,Grocery
Product_1220,belongs_to_category,Books
Product_88,complements,Product_493
Product_16,bought_by,Customer_1989
Product_974,reviewed_by,Customer_1866
Product_1172,similar_to,Product_102
Product_1057,similar_to,Product_1482
Product_762,belongs_to_category,Home
Product_1030,similar_to,Product_1240
Product_1223,bought_by,Customer_207
Product_1118,similar_to,Product_1613
Product_593,similar_to,Product_1595
Product_1725,belongs_to_category,Electronics
Product_433,bought_by,Customer_1622
Product_1821,complements,Product_1126
Product_1727,belongs_to_category,Beauty
Product_329,bought_by,Customer_258
Product_1660,reviewed_by,Customer_1452
Product_548,reviewed_by,Customer_615
Product_1112,reviewed_by,Customer_1980
Product_860,similar_to,Product_419
Product_1070,sold_by,Seller_322
Product_274,sold_by,Seller_188
Product_351,reviewed_by,Customer_1421
Product_1282,belongs_to_category,Beauty
Product_1535,reviewed_by,Customer_941
Product_538,similar_to,Product_1224
Product_896,sold_by,Seller_365
Product_964,reviewed_by,Customer_1804
Product_342,belongs_to_category,Sports
Product_200,sold_by,Seller_209
Product_339,belongs_to_category,Home
Product_507,complements,Product_284
Product_1785,belongs_to_category,Electronics
Product_1262,belongs_to_category,Beauty
Product_1510,bought_by,Customer_686
Product_477,sold_by,Seller_211
Product_1228,belongs_to_category,Electronics
Product_1218,reviewed_by,Customer_504
Product_725,bought_by,Customer_812
Product_214,reviewed_by,Customer_501
Product_71,reviewed_by,Customer_193
Product_1479,complements,Product_734
Product_1904,belongs_to_category,Books
Product_1744,sold_by,Seller_406
Product_695,reviewed_by,Customer_1901
Product_216,sold_by,Seller_41
Product_208,belongs_to_category,Home
Product_1330,complements,Product_740
Product_39,sold_by,Seller_135
Product_63,bought_by,Customer_499
Product_1899,complements,Product_445
Product_279,complements,Product_1697
Product_1890,sold_by,Seller_289
Product_763,complements,Product_1786
Product_1122,bought_by,Customer_1448
Product_1380,reviewed_by,Customer_410
Product_1935,complements,Product_617
Product_1973,reviewed_by,Customer_128
Product_266,belongs_to_category,Home
Product_1200,bought_by,Customer_1944
Product_1150,reviewed_by,Customer_470
Product_1132,similar_to,Product_1551
Product_116,belongs_to_category,Fashion
Product_1417,sold_by,Seller_490
Product_662,bought_by,Customer_459
Product_1835,similar_to,Product_1480
Product_1693,belongs_to_category,Sports
Product_701,complements,Product_371
Product_927,similar_to,Product_853
Product_445,reviewed_by,Customer_329
Product_1995,belongs_to_category,Sports
Product_268,bought_by,Customer_1459
Product_710,bought_by,Customer_81
Product_64,bought_by,Customer_644
Product_542,sold_by,Seller_98
Product_96,belongs_to_category,Books
Product_1174,similar_to,Product_524
Product_317,sold_by,Seller_60
Product_1765,sold_by,Seller_477
Product_1497,bought_by,Customer_1828
Product_1719,sold_by,Seller_80
Product_288,bought_by,Customer_636
Product_520,complements,Product_523
Product_324,reviewed_by,Customer_966
Product_1559,belongs_to_category,Books
Product_1261,belongs_to_category,Home
Product_620,similar_to,Product_1182
Product_1358,sold_by,Seller_164
Product_1960,bought_by,Customer_294
Product_1578,complements,Product_1294
Product_1081,similar_to,Product_1072
Product_60,belongs_to_category,Grocery
Product_1794,belongs_to_category,Beauty
Product_513,complements,Product_1083
Product_405,sold_by,Seller_253
Product_215,bought_by,Customer_440
Product_1124,bought_by,Customer_1834
Product_450,reviewed_by,Customer_1069
Product_980,bought_by,Customer_1374
Product_1935,belongs_to_category,Grocery
Product_1370,reviewed_by,Customer_1077
Product_136,complements,Product_1064
Product_822,bought_by,Customer_1241
Product_1403,sold_by,Seller_92
Product_60,sold_by,Seller_315
Product_1304,bought_by,Customer_373
Product_1866,bought_by,Customer_1205
Product_557,reviewed_by,Customer_796
Product_810,similar_to,Product_1381
Product_108,reviewed_by,Customer_1201
Product_1267,similar_to,Product_401
Product_1502,complements,Product_63
Product_982,similar_to,Product_1831
Product_1244,sold_by,Seller_282
Product_611,bought_by,Customer_259
Product_6,complements,Product_1503
Product_68,complements,Product_1537
Product_42,bought_by,Customer_1691
Product_63,bought_by,Customer_433
Product_1498,similar_to,Product_1176
Product_113,similar_to,Product_847
Product_128,belongs_to_category,Sports
Product_1264,sold_by,Seller_128
Product_701,reviewed_by,Customer_1222
Product_240,belongs_to_category,Home
Product_900,belongs_to_category,Home
Product_687,sold_by,Seller_446
Product_1901,bought_by,Customer_131
Product_318,sold_by,Seller_450
Product_212,belongs_to_category,Books
Product_1168,similar_to,Product_1479
Product_1811,belongs_to_category,Home
Product_1309,sold_by,Seller_126
Product_297,complements,Product_796
Product_1270,bought_by,Customer_905
Product_870,complements,Product_931
Product_1786,similar_to,Product_371
Product_1602,complements,Product_900
Product_877,complements,Product_933
Product_1838,similar_to,Product_1463
Product_1379,belongs_to_category,Home
Product_456,reviewed_by,Customer_445
Product_297,belongs_to_category,Sports
Product_1079,reviewed_by,Customer_692
Product_1535,complements,Product_488
Product_524,similar_to,Product_943
Product_1590,belongs_to_category,Sports
Product_1221,bought_by,Customer_804
Product_4,belongs_to_category,Grocery
Product_750,belongs_to_category,Beauty
Product_769,belongs_to_category,Electronics
Product_981,similar_to,Product_530
Product_1982,complements,Product_1854
Product_1752,belongs_to_category,Fashion
Product_941,similar_to,Product_92
Product_1781,reviewed_by,Customer_1985
Product_1098,complements,Product_776
Product_422,bought_by,Customer_21
Product_1752,sold_by,Seller_323
Product_141,similar_to,Product_1129
Product_1425,belongs_to_category,Beauty
Product_1178,belongs_to_category,Fashion
Product_1925,bought_by,Customer_516
Product_888,bought_by,Customer_1993
Product_167,sold_by,Seller_368
Product_885,bought_by,Customer_816
Product_851,bought_by,Customer_1809
Product_1746,sold_by,Seller_235
Product_1413,sold_by,Seller_371
Product_1676,sold_by,Seller_114
Product_240,bought_by,Customer_1529
Product_1141,complements,Product_1190
Product_1511,complements,Product_1265
Product_1564,bought_by,Customer_274
Product_63,complements,Product_880
Product_1925,complements,Product_740
Product_1613,reviewed_by,Customer_1875
Product_1041,complements,Product_1836
Product_784,similar_to,Product_1794
Product_1127,sold_by,Seller_265
Product_764,similar_to,Product_1069
Product_1958,belongs_to_category,Home
Product_1469,sold_by,Seller_25
Product_161,belongs_to_category,Electronics
Product_557,complements,Product_1815
Product_712,bought_by,Customer_627
Product_1310,complements,Product_1756
Product_1208,reviewed_by,Customer_980
Product_1757,belongs_to_category,Books
Product_613,belongs_to_category,Beauty
Product_875,reviewed_by,Customer_242
Product_48,bought_by,Customer_1371
Product_654,sold_by,Seller_140
Product_1181,bought_by,Customer_592
Product_285,complements,Product_554
Product_341,complements,Product_1547
Product_1679,reviewed_by,Customer_788
Product_117,complements,Product_1930
Product_139,similar_to,Product_1906
Product_153,sold_by,Seller_48
Product_1489,complements,Product_1678
Product_582,reviewed_by,Customer_1647
Product_41,bought_by,Customer_512
Product_929,sold_by,Seller_363
Product_569,belongs_to_category,Fashion
Product_1216,bought_by,Customer_1323
Product_311,sold_by,Seller_188
Product_1521,sold_by,Seller_171
Product_1787,sold_by,Seller_205
Product_1875,reviewed_by,Customer_517
Product_1756,belongs_to_category,Fashion
Product_1255,bought_by,Customer_1379
Product_1487,belongs_to_category,Books
Product_805,similar_to,Product_305
Product_1529,similar_to,Product_469
Product_862,reviewed_by,Customer_271
Product_1473,belongs_to_category,Books
Product_1861,complements,Product_1223
Product_1664,belongs_to_category,Home
Product_569,bought_by,Customer_1530
Product_486,reviewed_by,Customer_1164
Product_1171,complements,Product_764
Product_536,belongs_to_category,Books
Product_640,bought_by,Customer_1577
Product_1531,belongs_to_category,Sports
Product_681,similar_to,Product_1027
Product_121,complements,Product_836
Product_305,similar_to,Product_1213
Product_415,sold_by,Seller_314
Product_676,similar_to,Product_1650
Product_143,bought_by,Customer_109
Product_1414,belongs_to_category,Grocery
Product_1446,complements,Product_927
Product_377,belongs_to_category,Books
Product_464,similar_to,Product_1870
Product_1596,sold_by,Seller_387
Product_1593,complements,Product_334
Product_1275,complements,Product_1320
Product_547,reviewed_by,Customer_372
Product_15,complements,Product_585
Product_1642,reviewed_by,Customer_1140
Product_125,complements,Product_1880
Product_1787,sold_by,Seller_103
Product_1780,bought_by,Customer_1482
Product_337,reviewed_by,Customer_1112
Product_1567,similar_to,Product_317
Product_540,bought_by,Customer_814
Product_244,reviewed_by,Customer_1740
Product_1385,belongs_to_category,Fashion
Product_1693,sold_by,Seller_229
Product_1127,reviewed_by,Customer_1524
Product_1601,sold_by,Seller_82
Product_1424,belongs_to_category,Books
Product_580,belongs_to_category,Beauty
Product_1271,belongs_to_category,Books
Product_1856,bought_by,Customer_296
Product_131,complements,Product_611
Product_1305,bought_by,Customer_1272
Product_800,similar_to,Product_1513
Product_1266,complements,Product_1478
Product_731,reviewed_by,Customer_513
Product_1858,bought_by,Customer_487
Product_1984,belongs_to_category,Electronics
Product_1253,complements,Product_917
Product_1931,belongs_to_category,Sports
Product_1641,bought_by,Customer_1550
Product_1516,complements,Product_467
Product_859,belongs_to_category,Books
Product_1381,similar_to,Product_1819
Product_570,bought_by,Customer_156
Product_795,belongs_to_category,Beauty
Product_722,bought_by,Customer_1083
Product_260,bought_by,Customer_1163
Product_321,belongs_to_category,Beauty
Product_1359,bought_by,Customer_592
Product_367,reviewed_by,Customer_1257
Product_557,complements,Product_84
Product_1247,belongs_to_category,Home
Product_1638,bought_by,Customer_744
Product_1986,sold_by,Seller_123
Product_131,sold_by,Seller_394
Product_1434,bought_by,Customer_457
Product_1299,complements,Product_1475
Product_1217,reviewed_by,Customer_1769
Product_1918,similar_to,Product_1073
Product_1458,complements,Product_1785
Product_1257,sold_by,Seller_344
Product_1771,sold_by,Seller_300
Product_987,belongs_to_category,Home
Product_869,belongs_to_category,Books
Product_672,similar_to,Product_1173
Product_213,complements,Product_1048
Product_1631,belongs_to_category,Home
Product_1267,reviewed_by,Customer_361
Product_807,similar_to,Product_568
Product_989,bought_by,Customer_451
Product_1094,similar_to,Product_1618
Product_1067,similar_to,Product_67
Product_1352,reviewed_by,Customer_663
Product_1538,complements,Product_1861
Product_1913,bought_by,Customer_816
Product_964,sold_by,Seller_337
Product_1601,sold_by,Seller_401
Product_215,bought_by,Customer_587
Product_1815,belongs_to_category,Fashion
Product_909,sold_by,Seller_255
Product_581,sold_by,Seller_46
Product_1562,bought_by,Customer_1229
Product_1998,belongs_to_category,Grocery
Product_1402,reviewed_by,Customer_829
Product_969,similar_to,Product_284
Product_1450,bought_by,Customer_1376
Product_408,complements,Product_1894
Product_491,bought_by,Customer_1640
Product_1784,bought_by,Customer_1386
Product_459,sold_by,Seller_5
Product_144,reviewed_by,Customer_1185
Product_874,belongs_to_category,Home
Product_141,bought_by,Customer_1291
Product_80,bought_by,Customer_1356
Product_1399,sold_by,Seller_322
Product_1371,bought_by,Customer_702
Product_806,reviewed_by,Customer_547
Product_1048,belongs_to_category,Beauty
Product_885,belongs_to_category,Grocery
Product_645,sold_by,Seller_352
Product_1096,similar_to,Product_1789
Product_568,belongs_to_category,Home
Product_1865,reviewed_by,Customer_1190
Product_1336,complements,Product_230
Product_1545,sold_by,Seller_94
Product_1653,belongs_to_category,Grocery
Product_1924,bought_by,Customer_1247
Product_539,bought_by,Customer_1431
Product_306,reviewed_by,Customer_1387
Product_1141,bought_by,Customer_829
Product_1177,belongs_to_category,Home
Product_319,belongs_to_category,Fashion
Product_740,bought_by,Customer_109
Product_697,sold_by,Seller_3
Product_31,reviewed_by,Customer_1288
Product_463,reviewed_by,Customer_1386
Product_1251,bought_by,Customer_584
Product_857,belongs_to_category,Fashion
Product_1294,similar_to,Product_1421
Product_749,bought_by,Customer_1661
Product_398,reviewed_by,Customer_521
Product_1760,complements,Product_1275
Product_1835,reviewed_by,Customer_1362
Product_144,complements,Product_1809
Product_579,sold_by,Seller_457
Product_824,sold_by,Seller_302
Product_1747,similar_to,Product_406
Product_323,sold_by,Seller_495
Product_1741,reviewed_by,Customer_122
Product_1289,complements,Product_702
Product_598,complements,Product_23
Product_1346,sold_by,Seller_170
Product_772,similar_to,Product_1753
Product_1498,similar_to,Product_1921
Product_1458,complements,Product_1338
Product_1571,similar_to,Product_468
Product_1336,bought_by,Customer_700
Product_1077,belongs_to_category,Electronics
Product_1457,sold_by,Seller_176
Product_1880,sold_by,Seller_365
Product_1154,sold_by,Seller_101
Product_1999,sold_by,Seller_204
Product_1265,similar_to,Product_53
Product_517,bought_by,Customer_981
Product_1987,complements,Product_1042
Product_964,reviewed_by,Customer_823
Product_1253,complements,Product_1451
Product_986,complements,Product_1129
Product_114,reviewed_by,Customer_341
Product_1655,reviewed_by,Customer_20
Product_1566,sold_by,Seller_87
Product_879,belongs_to_category,Fashion
Product_108,sold_by,Seller_455
Product_1190,similar_to,Product_1340
Product_1750,reviewed_by,Customer_322
Product_486,similar_to,Product_192
Product_1561,reviewed_by,Customer_872
Product_1563,sold_by,Seller_97
